"Transaction
Date","Transaction
Type",,,,,,,,,
21-Mar-11,Sale,SAPORTL,A,500,151.00,"75,500.00",377.50,0.00,"75,122.50","66,894.86"
21-Mar-11,Sale,SPCERAMICS,A,1400,96.79,"135,500.00",677.50,0.00,"134,822.50","201,717.36"
23-Mar-11,Buy,BDWELDING,A,1000,78.00,"78,000.00",390.00,"78,390.00",0.00,"123,327.36"
23-Mar-11,Buy,CMCKAMAL,A,500,92.24,"46,120.00",230.60,"46,350.60",0.00,"76,976.76"
23-Mar-11,Buy,METROSPIN,A,500,70.00,"35,000.00",175.00,"35,175.00",0.00,"41,801.76"
27-Mar-11,Buy,SIBL,A,1000,28.30,"28,300.00",141.50,"28,441.50",0.00,"13,360.26"
27-Mar-11,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"62,000.00","75,360.26"
30-Mar-11,Sale,SIBL,A,1000,28.40,"28,400.00",142.00,0.00,"28,258.00","103,618.26"
04-Apr-11,Buy,ASIAPACINS,A,50,717.00,"35,850.00",179.25,"36,029.25",0.00,"67,589.01"
10-Apr-11,Buy,GOLDENSON,A,500,91.00,"45,500.00",227.50,"45,727.50",0.00,"21,861.51"
10-Apr-11,Sale,ASIAPACINS,A,50,666.00,"33,300.00",166.50,0.00,"33,133.50","54,995.01"
10-Apr-11,Sale,SAPORTL,A,200,153.40,"30,680.00",153.40,0.00,"30,526.60","85,521.61"
11-Apr-11,Payment,CH-#-3886701,,0,0.00,0.00,0.00,"20,000.00",0.00,"65,521.61"
11-Apr-11,Sale,CMCKAMAL,A,2000,78.54,"157,080.00",785.40,0.00,"156,294.60","221,816.21"
18-Apr-11,Buy,RNSPIN,A,2000,89.31,"178,625.00",893.13,"179,518.13",0.00,"42,298.08"
18-Apr-11,Payment,CH-#-3738312,,0,0.00,0.00,0.00,"40,000.00",0.00,"2,298.08"
24-Apr-11,Sale,SPCERAMICS,A,200,93.00,"18,600.00",93.00,0.00,"18,507.00","20,805.08"
02-May-11,RIGHTS,UCB,,400,0.00,0.00,0.00,0.00,0.00,"20,805.08"
03-May-11,Sale,GOLDENSON,A,500,73.00,"36,500.00",182.50,0.00,"36,317.50","57,122.58"
08-May-11,Sale,UCBL,,400,46.90,"18,760.00",93.80,0.00,"18,666.20","75,788.78"
19-May-11,Payment,CH-#-3738207,,0,0.00,0.00,0.00,"25,000.00",0.00,"50,788.78"
25-May-11,BONUS,UTTARABANK,,4,0.00,0.00,0.00,0.00,0.00,"50,788.78"
25-May-11,Sale,RNSPIN,A,2000,72.10,"144,200.00",721.00,0.00,"143,479.00","194,267.78"
29-May-11,Payment,CH-#-3738223,,0,0.00,0.00,0.00,"25,000.00",0.00,"169,267.78"
08-Jun-11,BONUS,UCB,,100,0.00,0.00,0.00,0.00,0.00,"169,267.78"
09-Jun-11,Buy,UCBL,,50,55.30,"2,765.00",13.83,"2,778.83",0.00,"166,488.96"
12-Jun-11,Buy,JANATAINS,A,100,630.00,"63,000.00",315.00,"63,315.00",0.00,"103,173.96"
12-Jun-11,Sale,BDWELDING,A,500,52.50,"26,250.00",131.25,0.00,"26,118.75","129,292.71"
12-Jun-11,Sale,MAKSONSPIN,A,1000,42.90,"42,900.00",214.50,0.00,"42,685.50","171,978.21"
13-Jun-11,Buy,JANATAINS,A,40,657.88,"26,315.00",131.58,"26,446.58",0.00,"145,531.63"
19-Jun-11,Buy,JANATAINS,A,20,618.50,"12,370.00",61.85,"12,431.85",0.00,"133,099.78"
22-Jun-11,RIGHTS,CMCKAMAL,,4000,0.00,0.00,0.00,0.00,0.00,"133,099.78"
26-Jun-11,Buy,SQURPHARMA,A,35,"3,470.00","121,450.00",607.25,"122,057.25",0.00,"11,042.53"
26-Jun-11,Sale,CMCKAMAL,A,3000,54.40,"163,200.00",816.00,0.00,"162,384.00","173,426.53"
26-Jun-11,Sale,JANATAINS,A,60,640.00,"38,400.00",192.00,0.00,"38,208.00","211,634.53"
27-Jun-11,Buy,JANATAINS,A,40,612.00,"24,480.00",122.40,"24,602.40",0.00,"187,032.13"
27-Jun-11,Buy,SQURPHARMA,A,12,"3,425.00","41,100.00",205.50,"41,305.50",0.00,"145,726.63"
27-Jun-11,Sale,CMCKAMAL,A,1000,53.20,"53,200.00",266.00,0.00,"52,934.00","198,660.63"
29-Jun-11,Buy,CMCKAMAL,A,200,56.30,"11,260.00",56.30,"11,316.30",0.00,"187,344.33"
29-Jun-11,Buy,GQBALLPEN,A,500,231.30,"115,650.00",578.25,"116,228.25",0.00,"71,116.08"
29-Jun-11,Buy,SQURPHARMA,A,10,"3,474.75","34,747.50",173.74,"34,921.24",0.00,"36,194.84"
06-Jul-11,BONUS,SPCERAMICS,,15,0.00,0.00,0.00,0.00,0.00,"36,194.84"
10-Jul-11,Buy,GQBALLPEN,A,300,219.52,"65,855.00",362.20,"66,217.20",0.00,"-30,022.36"
10-Jul-11,Sale,CMCKAMAL,A,100,57.60,"5,760.00",31.68,0.00,"5,728.32","-24,294.04"
10-Jul-11,Sale,JANATAINS,A,40,652.75,"26,110.00",143.61,0.00,"25,966.40","1,672.36"
10-Jul-11,Sale,UCBL,,100,58.20,"5,820.00",32.01,0.00,"5,787.99","7,460.35"
11-Jul-11,Buy,ABBANK,A,5,905.00,"4,525.00",24.89,"4,549.89",0.00,"2,910.46"
13-Jul-11,Buy,ABBANK,A,70,886.43,"62,050.00",341.28,"62,391.28",0.00,"-59,480.82"
13-Jul-11,Sale,GQBALLPEN,A,500,241.40,"120,700.00",663.85,0.00,"120,036.15","60,555.33"
13-Jul-11,Sale,JANATAINS,A,40,718.75,"28,750.00",158.13,0.00,"28,591.88","89,147.21"
17-Jul-11,Buy,ABBANK,A,10,881.00,"8,810.00",48.46,"8,858.46",0.00,"80,288.75"
17-Jul-11,Buy,BOC,,50,724.50,"36,225.00",199.24,"36,424.24",0.00,"43,864.52"
17-Jul-11,Sale,CMCKAMAL,A,100,61.70,"6,170.00",33.94,0.00,"6,136.07","50,000.58"
17-Jul-11,Sale,GQBALLPEN,A,300,232.20,"69,660.00",383.13,0.00,"69,276.87","119,277.45"
17-Jul-11,Sale,JANATAINS,A,60,710.00,"42,600.00",234.30,0.00,"42,365.70","161,643.15"
17-Jul-11,Sale,SQURPHARMA,A,60,"3,630.05","217,803.25","1,197.92",0.00,"216,605.33","378,248.48"
17-Jul-11,Sale,UCBL,,50,59.70,"2,985.00",16.42,0.00,"2,968.58","381,217.07"
19-Jul-11,BONUS,ABBANK,,5,0.00,0.00,0.00,0.00,0.00,"381,217.07"
19-Jul-11,Buy,GQBALLPEN,A,200,243.00,"48,600.00",267.30,"48,867.30",0.00,"332,349.77"
19-Jul-11,Buy,SQURPHARMA,A,60,"3,630.00","217,800.00","1,197.90","218,997.90",0.00,"113,351.87"
20-Jul-11,Buy,GQBALLPEN,A,100,247.00,"24,700.00",135.85,"24,835.85",0.00,"88,516.02"
20-Jul-11,Buy,JANATAINS,A,20,737.00,"14,740.00",81.07,"14,821.07",0.00,"73,694.95"
21-Jul-11,Buy,AIMS1STMF,A,2500,9.36,"23,400.00",128.70,"23,528.70",0.00,"50,166.25"
21-Jul-11,Buy,EHL,A,20,923.75,"18,475.00",101.61,"18,576.61",0.00,"31,589.63"
24-Jul-11,Buy,GQBALLPEN,A,500,267.04,"133,520.00",734.36,"134,254.36",0.00,"-102,664.73"
24-Jul-11,Sale,ABBANK,A,85,885.32,"75,252.50",413.89,0.00,"74,838.61","-27,826.11"
24-Jul-11,Sale,METROSPIN,A,500,73.30,"36,650.00",201.58,0.00,"36,448.43","8,622.31"
25-Jul-11,Buy,GQBALLPEN,A,200,271.05,"54,210.00",298.16,"54,508.16",0.00,"-45,885.84"
25-Jul-11,Sale,BOC,,50,727.20,"36,360.00",199.98,0.00,"36,160.02","-9,725.82"
25-Jul-11,Sale,JANATAINS,A,20,709.50,"14,190.00",78.05,0.00,"14,111.96","4,386.13"
02-Aug-11,Receive,CH-#-2974504,,0,0.00,0.00,0.00,0.00,"180,000.00","184,386.13"
04-Aug-11,Buy,FEDERALINS,A,1000,177.70,"177,700.00",977.35,"178,677.35",0.00,"5,708.78"
04-Aug-11,Sale,AIMS1STMF,A,2500,10.27,"25,675.00",141.21,0.00,"25,533.79","31,242.57"
04-Aug-11,Sale,EHL,A,20,951.50,"19,030.00",104.67,0.00,"18,925.34","50,167.90"
04-Aug-11,Sale,GQBALLPEN,A,200,251.35,"50,270.00",276.49,0.00,"49,993.52","100,161.42"
04-Aug-11,Sale,SQURPHARMA,A,60,"3,549.14","212,948.25","1,171.22",0.00,"211,777.03","311,938.45"
07-Aug-11,Sale,ABBANK,A,35,752.25,"26,328.75",144.81,0.00,"26,183.94","338,122.39"
07-Aug-11,Sale,BDWELDING,A,500,62.30,"31,150.00",171.33,0.00,"30,978.68","369,101.07"
07-Aug-11,Sale,GQBALLPEN,A,800,236.55,"189,240.00","1,040.82",0.00,"188,199.18","557,300.25"
10-Aug-11,Payment,CH-#-6765104,,0,0.00,0.00,0.00,"60,000.00",0.00,"497,300.25"
11-Aug-11,Buy,GQBALLPEN,A,300,248.50,"74,550.00",410.03,"74,960.03",0.00,"422,340.22"
11-Aug-11,Sale,FEDERALINS,A,300,75.70,"22,710.00",124.91,0.00,"22,585.10","444,925.32"
16-Aug-11,Buy,GQBALLPEN,A,300,238.95,"71,685.00",394.27,"72,079.27",0.00,"372,846.05"
21-Aug-11,Buy,GQBALLPEN,A,500,232.29,"116,145.00",638.80,"116,783.80",0.00,"256,062.25"
23-Aug-11,Buy,GQBALLPEN,A,200,230.10,"46,020.00",253.11,"46,273.11",0.00,"209,789.14"
25-Aug-11,BONUS,CITYBANK,,1,0.00,0.00,0.00,0.00,0.00,"209,789.14"
25-Aug-11,Sale,GQBALLPEN,A,500,238.00,"119,000.00",654.50,0.00,"118,345.50","328,134.64"
04-Sep-11,Buy,GQBALLPEN,A,1100,237.67,"261,440.00","1,437.92","262,877.92",0.00,"65,256.72"
05-Sep-11,Buy,GQBALLPEN,A,100,228.00,"22,800.00",125.40,"22,925.40",0.00,"42,331.32"
05-Sep-11,Buy,SAIHAMTEX,A,500,80.40,"40,200.00",221.10,"40,421.10",0.00,"1,910.22"
11-Sep-11,Sale,FEDERALINS,A,600,61.00,"36,600.00",201.30,0.00,"36,398.70","38,308.92"
11-Sep-11,Sale,GQBALLPEN,A,100,224.30,"22,430.00",123.37,0.00,"22,306.64","60,615.56"
27-Sep-11,Sale,GQBALLPEN,A,500,222.80,"111,400.00",612.70,0.00,"110,787.30","171,402.86"
29-Sep-11,Sale,GQBALLPEN,A,100,219.40,"21,940.00",120.67,0.00,"21,819.33","193,222.19"
02-Oct-11,Buy,LAFSURCEML,Z,300,613.00,"183,900.00","1,011.45","184,911.45",0.00,"8,310.74"
02-Oct-11,Sale,GQBALLPEN,A,300,229.00,"68,700.00",377.85,0.00,"68,322.15","76,632.89"
02-Oct-11,Sale,SAIHAMTEX,A,500,68.80,"34,400.00",189.20,0.00,"34,210.80","110,843.69"
03-Oct-11,Receive,CH-#-2974517,,0,0.00,0.00,0.00,0.00,"160,000.00","270,843.69"
05-Oct-11,Buy,LAFSURCEML,Z,100,382.75,"38,275.00",210.51,"38,485.51",0.00,"232,358.18"
09-Oct-11,Buy,PREMIERLEA,A,100,617.00,"61,700.00",339.35,"62,039.35",0.00,"170,318.83"
09-Oct-11,Buy,SQURPHARMA,A,1,"2,532.50","2,532.50",13.93,"2,546.43",0.00,"167,772.40"
10-Oct-11,Sale,LAFSURCEML,Z,100,360.00,"36,000.00",198.00,0.00,"35,802.00","203,574.40"
11-Oct-11,Sale,PREMIERLEA,A,100,352.75,"35,275.00",194.01,0.00,"35,080.99","238,655.39"
17-Oct-11,Payment,CH-#-6939436,,0,0.00,0.00,0.00,"130,000.00",0.00,"108,655.39"
23-Oct-11,Buy,AMBEEPHA,A,100,481.00,"48,100.00",264.55,"48,364.55",0.00,"60,290.84"
24-Oct-11,Payment,CH-#-5264,,0,0.00,0.00,0.00,500.00,0.00,"59,790.84"
25-Oct-11,RIGHTS,FEDERALINS,,2000,0.00,0.00,0.00,0.00,0.00,"59,790.84"
26-Oct-11,CDBL Charges,FEDERAL INSURANCE,,2000,0.00,0.00,0.00,32.10,0.00,"59,758.74"
15-Nov-11,Payment,CH-#-6829748,,0,0.00,0.00,0.00,"20,000.00",0.00,"39,758.74"
20-Nov-11,Buy,AMBEEPHA,A,50,379.00,"18,950.00",94.75,"19,044.75",0.00,"20,713.99"
20-Nov-11,Buy,GQBALLPEN,A,100,174.00,"17,400.00",87.00,"17,487.00",0.00,"3,226.99"
28-Nov-11,RIGHTS,LAFSURCEML,,300,0.00,0.00,0.00,0.00,0.00,"3,226.99"
29-Nov-11,CDBL Charges,LAFARGE SURMA CEMENT,,300,0.00,0.00,0.00,32.84,0.00,"3,194.15"
01-Dec-11,Sale,GQBALLPEN,A,200,169.20,"33,840.00",169.20,0.00,"33,670.80","36,864.95"
08-Dec-11,Buy,GQBALLPEN,A,100,156.00,"15,600.00",78.00,"15,678.00",0.00,"21,186.95"
08-Dec-11,Sale,GQBALLPEN,A,100,151.60,"15,160.00",75.80,0.00,"15,084.20","36,271.15"
20-Dec-11,Buy,GQBALLPEN,A,100,160.00,"16,000.00",80.00,"16,080.00",0.00,"20,191.15"
20-Dec-11,RIGHTS,PREMIERLEA,,1000,0.00,0.00,0.00,0.00,0.00,"20,191.15"
21-Dec-11,CDBL Charges,PREMIER LEASING,,1000,0.00,0.00,0.00,10.60,0.00,"20,180.55"
26-Dec-11,Buy,SAIHAMTEX,A,300,65.10,"19,530.00",97.65,"19,627.65",0.00,552.90
26-Dec-11,Sale,AMBEEPHA,A,50,388.00,"19,400.00",97.00,0.00,"19,303.00","19,855.90"
26-Dec-11,Sale,GQBALLPEN,A,200,163.60,"32,720.00",163.60,0.00,"32,556.40","52,412.30"
29-Dec-11,Buy,PURABIGEN,A,500,123.00,"61,500.00",307.50,"61,807.50",0.00,"-9,395.20"
29-Dec-11,Sale,GQBALLPEN,A,50,167.20,"8,360.00",41.80,0.00,"8,318.20","-1,077.00"
29-Dec-11,Sale,SQURPHARMA,A,10,237.30,"2,373.00",11.87,0.00,"2,361.14","1,284.13"
09-Jan-12,Buy,AMBEEPHA,A,50,410.00,"20,500.00",102.50,"20,602.50",0.00,"-19,318.37"
09-Jan-12,Sale,GQBALLPEN,A,300,192.92,"57,875.00",289.38,0.00,"57,585.63","38,267.26"
09-Jan-12,Sale,PREMIERLEA,A,1000,35.40,"35,400.00",177.00,0.00,"35,223.00","73,490.26"
10-Jan-12,Buy,GQBALLPEN,A,150,185.20,"27,780.00",138.90,"27,918.90",0.00,"45,571.36"
10-Jan-12,Receive,CH-#-3081287,,0,0.00,0.00,0.00,0.00,"140,000.00","185,571.36"
11-Jan-12,Buy,RNSPIN,A,500,80.30,"40,150.00",200.75,"40,350.75",0.00,"145,220.61"
12-Jan-12,Buy,AMBEEPHA,A,100,389.00,"38,900.00",194.50,"39,094.50",0.00,"106,126.11"
12-Jan-12,Buy,GQBALLPEN,A,250,182.00,"45,500.00",227.50,"45,727.50",0.00,"60,398.61"
15-Jan-12,Sale,GQBALLPEN,A,500,178.19,"89,095.00",445.48,0.00,"88,649.53","149,048.13"
16-Jan-12,Buy,GQBALLPEN,A,100,166.00,"16,600.00",83.00,"16,683.00",0.00,"132,365.13"
16-Jan-12,Buy,RNSPIN,A,250,68.00,"17,000.00",85.00,"17,085.00",0.00,"115,280.13"
16-Jan-12,Buy,SAIHAMTEX,A,700,46.96,"32,870.00",164.35,"33,034.35",0.00,"82,245.78"
19-Jan-12,Buy,AMBEEPHA,A,100,379.00,"37,900.00",189.50,"38,089.50",0.00,"44,156.28"
19-Jan-12,Buy,GQBALLPEN,A,350,170.50,"59,675.00",298.38,"59,973.38",0.00,"-15,817.09"
19-Jan-12,Sale,SAIHAMTEX,A,500,33.52,"16,760.00",83.80,0.00,"16,676.20",859.11
22-Jan-12,Sale,GQBALLPEN,A,400,165.13,"66,050.00",330.25,0.00,"65,719.75","66,578.86"
22-Jan-12,Sale,SAIHAMTEX,A,500,33.88,"16,940.00",84.70,0.00,"16,855.30","83,434.16"
24-Jan-12,Buy,RNSPIN,A,250,56.20,"14,050.00",70.25,"14,120.25",0.00,"69,313.91"
25-Jan-12,Buy,GQBALLPEN,A,50,160.70,"8,035.00",40.18,"8,075.18",0.00,"61,238.73"
25-Jan-12,Buy,RNSPIN,A,2000,53.43,"106,850.00",534.25,"107,384.25",0.00,"-46,145.52"
25-Jan-12,Sale,GQBALLPEN,A,150,152.33,"22,850.00",114.25,0.00,"22,735.75","-23,409.77"
25-Jan-12,Sale,LAFSURCEML,Z,1000,27.10,"27,100.00",135.50,0.00,"26,964.50","3,554.73"
01-Feb-12,Sale,RNSPIN,A,3000,32.00,"96,000.00",480.00,0.00,"95,520.00","99,074.73"
06-Feb-12,Sale,AMBEEPHA,A,350,270.14,"94,550.00",472.75,0.00,"94,077.25","193,151.98"
06-Feb-12,Sale,FEDERALINS,A,2100,25.76,"54,090.00",270.45,0.00,"53,819.55","246,971.53"
06-Feb-12,Sale,GQBALLPEN,A,300,136.60,"40,980.00",204.90,0.00,"40,775.10","287,746.63"
06-Feb-12,Sale,LAFSURCEML,Z,5000,23.20,"116,000.00",580.00,0.00,"115,420.00","403,166.63"
06-Feb-12,Sale,PURABIGEN,A,500,77.00,"38,500.00",192.50,0.00,"38,307.50","441,474.13"
07-Feb-12,Buy,RNSPIN,A,10000,35.00,"350,000.00","1,750.00","351,750.00",0.00,"89,724.13"
07-Feb-12,Payment,CH-#-7637837,,0,0.00,0.00,0.00,"50,000.00",0.00,"39,724.13"
12-Feb-12,Sale,RNSPIN,A,6000,36.80,"220,800.00","1,104.00",0.00,"219,696.00","259,420.13"
13-Feb-12,Sale,RNSPIN,A,3500,36.93,"129,250.00",646.25,0.00,"128,603.75","388,023.88"
14-Feb-12,Buy,PURABIGEN,A,1500,88.13,"132,200.00",661.00,"132,861.00",0.00,"255,162.88"
19-Feb-12,Buy,RNSPIN,A,9500,37.77,"358,800.00","1,794.00","360,594.00",0.00,"-105,431.12"
19-Feb-12,Sale,PURABIGEN,A,1500,86.13,"129,200.00",646.00,0.00,"128,554.00","23,122.88"
20-Feb-12,Sale,RNSPIN,A,500,38.70,"19,350.00",96.75,0.00,"19,253.25","42,376.13"
22-Feb-12,Payment,CH-#-7637846,,0,0.00,0.00,0.00,"15,000.00",0.00,"27,376.13"
27-Feb-12,Sale,RNSPIN,A,2000,42.70,"85,400.00",427.00,0.00,"84,973.00","112,349.13"
05-Mar-12,Payment,CH-#-3669518,,0,0.00,0.00,0.00,"112,000.00",0.00,349.13
05-Mar-12,Sale,RNSPIN,A,7500,45.39,"340,425.00","1,702.13",0.00,"338,722.88","339,072.01"
08-Mar-12,Buy,RNSPIN,A,3000,39.80,"119,400.00",597.00,"119,997.00",0.00,"219,075.01"
08-Mar-12,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"85,000.00","304,075.01"
11-Mar-12,Buy,RNSPIN,A,7000,40.58,"284,050.00","1,420.25","285,470.25",0.00,"18,604.76"
15-Mar-12,Sale,RNSPIN,A,10000,34.41,"344,050.00","1,720.25",0.00,"342,329.75","360,934.51"
29-Mar-12,Buy,GQBALLPEN,A,100,192.10,"19,210.00",96.05,"19,306.05",0.00,"341,628.46"
29-Mar-12,Buy,LAFSURCEML,Z,500,31.30,"15,650.00",78.25,"15,728.25",0.00,"325,900.21"
29-Mar-12,Buy,RNSPIN,A,1000,38.60,"38,600.00",193.00,"38,793.00",0.00,"287,107.21"
02-Apr-12,Buy,LAFSURCEML,Z,500,36.30,"18,150.00",90.75,"18,240.75",0.00,"268,866.46"
02-Apr-12,Payment,CH-#-7851064,,0,0.00,0.00,0.00,"200,000.00",0.00,"68,866.46"
08-Apr-12,Buy,ABBANK,A,50,44.70,"2,235.00",11.18,"2,246.18",0.00,"66,620.28"
08-Apr-12,Buy,LAFSURCEML,Z,1500,36.90,"55,350.00",276.75,"55,626.75",0.00,"10,993.53"
09-Apr-12,Buy,RNSPIN,A,250,34.20,"8,550.00",42.75,"8,592.75",0.00,"2,400.78"
09-Apr-12,Sale,LAFSURCEML,Z,1500,35.90,"53,850.00",269.25,0.00,"53,580.75","55,981.53"
10-Apr-12,Sale,GQBALLPEN,A,100,210.70,"21,070.00",105.35,0.00,"20,964.65","76,946.18"
11-Apr-12,Receive,CH-#-2537968,,0,0.00,0.00,0.00,0.00,"25,000.00","101,946.18"
15-Apr-12,BONUS,RNSPIN,,3500,0.00,0.00,0.00,0.00,0.00,"101,946.18"
15-Apr-12,Buy,RNSPIN,A,1500,39.30,"58,950.00",294.75,"59,244.75",0.00,"42,701.43"
15-Apr-12,Sale,RNSPIN,A,1250,40.00,"50,000.00",250.00,0.00,"49,750.00","92,451.43"
16-Apr-12,Buy,LAFSURCEML,Z,1000,38.10,"38,100.00",190.50,"38,290.50",0.00,"54,160.93"
16-Apr-12,CDBL Charges,R. N. SPINNING MILLS,,3500,0.00,0.00,0.00,48.88,0.00,"54,112.05"
16-Apr-12,Sale,LAFSURCEML,Z,1000,39.80,"39,800.00",199.00,0.00,"39,601.00","93,713.05"
18-Apr-12,Buy,LANKABAFIN,A,500,105.00,"52,500.00",262.50,"52,762.50",0.00,"40,950.55"
19-Apr-12,Buy,RNSPIN,A,500,37.10,"18,550.00",92.75,"18,642.75",0.00,"22,307.80"
22-Apr-12,Buy,LAFSURCEML,Z,500,36.60,"18,300.00",91.50,"18,391.50",0.00,"3,916.30"
29-Apr-12,Sale,LANKABAFIN,A,500,105.00,"52,500.00",262.50,0.00,"52,237.50","56,153.80"
30-Apr-12,Buy,RNSPIN,A,1500,35.80,"53,700.00",268.50,"53,968.50",0.00,"2,185.30"
10-May-12,BONUS,ABBANK,,10,0.00,0.00,0.00,0.00,0.00,"2,185.30"
13-May-12,Buy,LANKABAFIN,A,1000,102.00,"102,000.00",510.00,"102,510.00",0.00,"-100,324.70"
13-May-12,Buy,RNSPIN,A,2500,34.10,"85,250.00",426.25,"85,676.25",0.00,"-186,000.95"
13-May-12,CDBL Charges,AB BANK LIMITED,,10,0.00,0.00,0.00,10.00,0.00,"-186,010.95"
14-May-12,Receive,CH-#-2537972,,0,0.00,0.00,0.00,0.00,"195,000.00","8,989.05"
16-May-12,Buy,RNSPIN,A,250,32.80,"8,200.00",41.00,"8,241.00",0.00,748.05
17-May-12,Buy,GQBALLPEN,A,400,199.30,"79,720.00",398.60,"80,118.60",0.00,"-79,370.55"
17-May-12,Buy,LANKABAFIN,A,500,96.80,"48,400.00",242.00,"48,642.00",0.00,"-128,012.55"
17-May-12,Sale,RNSPIN,A,5000,31.90,"159,500.00",797.50,0.00,"158,702.50","30,689.95"
21-May-12,Buy,LAFSURCEML,Z,500,39.30,"19,650.00",98.25,"19,748.25",0.00,"10,941.70"
21-May-12,Buy,RNSPIN,A,250,33.10,"8,275.00",41.38,"8,316.38",0.00,"2,625.33"
23-May-12,BONUS,UTTARABANK,,3,0.00,0.00,0.00,0.00,0.00,"2,625.33"
24-May-12,CDBL Charges,UTTARA BANK LIMITED,,3,0.00,0.00,0.00,10.00,0.00,"2,615.33"
03-Jun-12,BONUS,CITYBANK,,15,0.00,0.00,0.00,0.00,0.00,"2,615.33"
04-Jun-12,CDBL Charges,THE CITY BANK LTD.,,15,0.00,0.00,0.00,10.00,0.00,"2,605.33"
04-Jun-12,Sale,LAFSURCEML,Z,1000,41.60,"41,600.00",208.00,0.00,"41,392.00","43,997.33"
05-Jun-12,Buy,GQBALLPEN,A,100,191.40,"19,140.00",95.70,"19,235.70",0.00,"24,761.63"
07-Jun-12,Sale,LAFSURCEML,Z,500,44.40,"22,200.00",111.00,0.00,"22,089.00","46,850.63"
