"Transaction
Date","Transaction
Type",,,,,,,,,
31-Oct-13,Sale,BATBC,A,50,"1,640.00","82,000.00",410.00,0.00,"81,590.00","185,135.26"
06-Nov-13,Buy,BSCCL,A,300,169.60,"50,880.00",254.40,"51,134.40",0.00,"134,000.86"
06-Nov-13,Buy,RNSPIN,A,1500,30.77,"46,150.00",230.75,"46,380.75",0.00,"87,620.11"
06-Nov-13,Sale,RNSPIN,A,1000,30.50,"30,500.00",152.50,0.00,"30,347.50","117,967.61"
10-Nov-13,Sale,RNSPIN,A,250,31.00,"7,750.00",38.75,0.00,"7,711.25","125,678.86"
11-Nov-13,Buy,8THICB,A,500,55.00,"27,500.00",137.50,"27,637.50",0.00,"98,041.36"
11-Nov-13,Buy,RNSPIN,A,500,32.90,"16,450.00",82.25,"16,532.25",0.00,"81,509.11"
11-Nov-13,Receive,CH-#-8591593,,0,0.00,0.00,0.00,0.00,"50,000.00","131,509.11"
11-Nov-13,Sale,CITYBANK,A,500,23.40,"11,700.00",58.50,0.00,"11,641.50","143,150.61"
13-Nov-13,Buy,RNSPIN,A,500,34.00,"17,000.00",85.00,"17,085.00",0.00,"126,065.61"
13-Nov-13,Sale,RNSPIN,A,1500,33.00,"49,500.00",247.50,0.00,"49,252.50","175,318.11"
17-Nov-13,BONUS,KEYACOSMET,,5,0.00,0.00,0.00,0.00,0.00,"175,318.11"
17-Nov-13,Buy,BANGAS,A,100,421.00,"42,100.00",210.50,"42,310.50",0.00,"133,007.61"
17-Nov-13,Buy,BSCCL,A,200,173.40,"34,680.00",173.40,"34,853.40",0.00,"98,154.21"
17-Nov-13,Buy,SQURPHARMA,A,320,180.90,"57,888.00",289.44,"58,177.44",0.00,"39,976.77"
17-Nov-13,Sale,RNSPIN,A,500,33.00,"16,500.00",82.50,0.00,"16,417.50","56,394.27"
18-Nov-13,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"56,384.27"
18-Nov-13,Buy,BANGAS,A,50,439.00,"21,950.00",109.75,"22,059.75",0.00,"34,324.52"
18-Nov-13,Buy,BSCCL,A,100,182.50,"18,250.00",91.25,"18,341.25",0.00,"15,983.27"
19-Nov-13,Buy,PTL,,250,45.00,"11,250.00",56.25,"11,306.25",0.00,"4,677.02"
21-Nov-13,Sale,RNSPIN,A,500,36.90,"18,450.00",92.25,0.00,"18,357.75","23,034.77"
24-Nov-13,Sale,8THICB,A,500,54.00,"27,000.00",135.00,0.00,"26,865.00","49,899.77"
24-Nov-13,Sale,AMBEEPHA,A,50,260.60,"13,030.00",65.15,0.00,"12,964.85","62,864.62"
24-Nov-13,Sale,BANGAS,A,150,450.50,"67,575.00",337.88,0.00,"67,237.13","130,101.75"
24-Nov-13,Sale,BSCCL,A,600,180.07,"108,040.00",540.20,0.00,"107,499.80","237,601.55"
24-Nov-13,Sale,PHARMAID,A,50,163.00,"8,150.00",40.75,0.00,"8,109.25","245,710.80"
24-Nov-13,Sale,PTL,N,250,53.20,"13,300.00",66.50,0.00,"13,233.50","258,944.30"
25-Nov-13,Buy,BANGAS,A,100,466.20,"46,620.00",233.10,"46,853.10",0.00,"212,091.20"
25-Nov-13,Buy,DESCO,A,1500,60.60,"90,900.00",454.50,"91,354.50",0.00,"120,736.70"
26-Nov-13,Buy,AMBEEPHA,A,100,268.50,"26,850.00",134.25,"26,984.25",0.00,"93,752.45"
26-Nov-13,Buy,DESCO,A,1500,61.30,"91,950.00",459.75,"92,409.75",0.00,"1,342.70"
26-Nov-13,Payment,CH-#-EFTN-153,,0,0.00,0.00,0.00,"25,000.00",0.00,"-23,657.30"
26-Nov-13,Sale,BANGAS,A,50,457.00,"22,850.00",114.25,0.00,"22,735.75",-921.55
26-Nov-13,Sale,MTBL,,500,16.00,"8,000.00",40.00,0.00,"7,960.00","7,038.45"
26-Nov-13,Sale,NBL,B,500,12.60,"6,300.00",31.50,0.00,"6,268.50","13,306.95"
05-Dec-13,Buy,BANGAS,A,50,505.00,"25,250.00",126.25,"25,376.25",0.00,"-12,069.30"
05-Dec-13,Sale,PHARMAID,A,50,173.00,"8,650.00",43.25,0.00,"8,606.75","-3,462.55"
05-Dec-13,Sale,UNITEDAIR,A,500,16.50,"8,250.00",41.25,0.00,"8,208.75","4,746.20"
12-Dec-13,Sale,AMBEEPHA,A,200,271.50,"54,300.00",271.50,0.00,"54,028.50","58,774.70"
12-Dec-13,Sale,BANGAS,A,100,470.20,"47,020.00",235.10,0.00,"46,784.90","105,559.60"
12-Dec-13,Sale,DESCO,A,3000,60.00,"180,000.00",900.00,0.00,"179,100.00","284,659.60"
12-Dec-13,Sale,SQURPHARMA,A,1100,193.00,"212,300.00","1,061.50",0.00,"211,238.50","495,898.10"
17-Dec-13,Buy,AIMS1STMF,A,500,45.40,"22,700.00",113.50,"22,813.50",0.00,"473,084.60"
17-Dec-13,Buy,HEIDELBCEM,A,1000,384.20,"384,200.00","1,921.00","386,121.00",0.00,"86,963.60"
17-Dec-13,Buy,OLYMPIC,A,500,150.00,"75,000.00",375.00,"75,375.00",0.00,"11,588.60"
19-Dec-13,Sale,ABBANK,A,50,25.90,"1,295.00",6.48,0.00,"1,288.53","12,877.12"
19-Dec-13,Sale,BANGAS,A,50,468.00,"23,400.00",117.00,0.00,"23,283.00","36,160.12"
19-Dec-13,Sale,CITYBANK,A,50,20.00,"1,000.00",5.00,0.00,995.00,"37,155.12"
22-Dec-13,Buy,TALLUSPIN,A,500,41.90,"20,950.00",104.75,"21,054.75",0.00,"16,100.37"
22-Dec-13,IPO,APOLOISPAT,,200,0.00,0.00,0.00,0.00,0.00,"16,100.37"
23-Dec-13,Addition,DEMAT OF NEW SECURITIES (IPO),,0,0.00,0.00,0.00,25.00,0.00,"16,075.37"
01-Jan-14,Payment,CH-#-EFTN-402,,0,0.00,0.00,0.00,"15,000.00",0.00,"1,075.37"
02-Jan-14,BONUS,UNITEDAIR,,60,0.00,0.00,0.00,0.00,0.00,"1,075.37"
02-Jan-14,Sale,HEIDELBCEM,A,1000,395.10,"395,100.00","1,975.50",0.00,"393,124.50","394,199.87"
06-Jan-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"394,189.87"
06-Jan-14,Buy,ACTIVEFINE,A,1000,92.00,"92,000.00",460.00,"92,460.00",0.00,"301,729.87"
06-Jan-14,Buy,HEIDELBCEM,A,200,391.65,"78,330.00",391.65,"78,721.65",0.00,"223,008.22"
06-Jan-14,Buy,NBL,B,3000,11.83,"35,500.00",177.50,"35,677.50",0.00,"187,330.72"
06-Jan-14,Buy,TALLUSPIN,A,1000,38.80,"38,800.00",194.00,"38,994.00",0.00,"148,336.72"
07-Jan-14,Buy,ACTIVEFINE,A,500,93.20,"46,600.00",233.00,"46,833.00",0.00,"101,503.72"
07-Jan-14,Buy,AMBEEPHA,A,200,268.50,"53,700.00",268.50,"53,968.50",0.00,"47,535.22"
07-Jan-14,Buy,NTLTUBES,A,300,83.67,"25,100.00",125.50,"25,225.50",0.00,"22,309.72"
07-Jan-14,Buy,SUMITPOWER,A,100,40.80,"4,080.00",20.40,"4,100.40",0.00,"18,209.32"
07-Jan-14,Payment,CH-#-EFTN-242,,0,0.00,0.00,0.00,"10,000.00",0.00,"8,209.32"
07-Jan-14,Sale,OLYMPIC,A,500,156.50,"78,250.00",391.25,0.00,"77,858.75","86,068.07"
08-Jan-14,Buy,NPOLYMAR,A,1000,60.20,"60,200.00",301.00,"60,501.00",0.00,"25,567.07"
08-Jan-14,Buy,SQURPHARMA,A,100,199.40,"19,940.00",99.70,"20,039.70",0.00,"5,527.37"
08-Jan-14,Payment,CH-#-EFTN-54,,0,0.00,0.00,0.00,"10,000.00",0.00,"-4,472.63"
09-Jan-14,Buy,BDWELDING,B,500,24.80,"12,400.00",62.00,"12,462.00",0.00,"-16,934.63"
09-Jan-14,Sale,NBL,B,2000,12.10,"24,200.00",121.00,0.00,"24,079.00","7,144.37"
12-Jan-14,Buy,SQURPHARMA,A,30,203.60,"6,108.00",30.54,"6,138.54",0.00,"1,005.83"
12-Jan-14,Sale,NTLTUBES,A,300,97.10,"29,130.00",145.65,0.00,"28,984.35","29,990.18"
13-Jan-14,Sale,ACTIVEFINE,A,1500,94.00,"141,000.00",705.00,0.00,"140,295.00","170,285.18"
13-Jan-14,Sale,AMBEEPHA,A,100,286.90,"28,690.00",143.45,0.00,"28,546.55","198,831.73"
13-Jan-14,Sale,NPOLYMAR,A,1000,63.90,"63,900.00",319.50,0.00,"63,580.50","262,412.23"
20-Jan-14,Sale,HEIDELBCEM,A,200,441.70,"88,340.00",441.70,0.00,"87,898.30","350,310.53"
21-Jan-14,Sale,AIMS1STMF,A,500,44.30,"22,150.00",110.75,0.00,"22,039.25","372,349.78"
21-Jan-14,Sale,AMBEEPHA,A,100,273.00,"27,300.00",136.50,0.00,"27,163.50","399,513.28"
21-Jan-14,Sale,BDWELDING,B,500,23.90,"11,950.00",59.75,0.00,"11,890.25","411,403.53"
21-Jan-14,Sale,SUMITPOWER,A,100,42.80,"4,280.00",21.40,0.00,"4,258.60","415,662.13"
21-Jan-14,Sale,TALLUSPIN,A,1500,38.70,"58,050.00",290.25,0.00,"57,759.75","473,421.88"
22-Jan-14,Buy,ILFSL,B,1000,16.00,"16,000.00",80.00,"16,080.00",0.00,"457,341.88"
22-Jan-14,Buy,IPDC,A,500,23.60,"11,800.00",59.00,"11,859.00",0.00,"445,482.88"
22-Jan-14,Buy,ISNLTD,B,500,22.80,"11,400.00",57.00,"11,457.00",0.00,"434,025.88"
22-Jan-14,Buy,PURABIGEN,A,500,27.50,"13,750.00",68.75,"13,818.75",0.00,"420,207.13"
22-Jan-14,Buy,SAVAREFR,Z,300,66.70,"20,010.00",100.05,"20,110.05",0.00,"400,097.08"
22-Jan-14,Buy,TAKAFULINS,A,500,46.00,"23,000.00",115.00,"23,115.00",0.00,"376,982.08"
22-Jan-14,Buy,ULC,,1000,34.30,"34,300.00",171.50,"34,471.50",0.00,"342,510.58"
23-Jan-14,Buy,EASTRNLUB,A,600,333.63,"200,180.00","1,000.90","201,180.90",0.00,"141,329.68"
23-Jan-14,Buy,SQURPHARMA,A,500,236.10,"118,050.00",590.25,"118,640.25",0.00,"22,689.43"
23-Jan-14,Sale,APOLOISPAT,N,200,37.10,"7,420.00",74.20,0.00,"7,345.80","30,035.23"
26-Jan-14,Buy,FAMILYTEX,Z,500,65.10,"32,550.00",162.75,"32,712.75",0.00,"-2,677.52"
26-Jan-14,Sale,NBL,B,500,13.20,"6,600.00",33.00,0.00,"6,567.00","3,889.48"
27-Jan-14,Receive,CH-#-DIRECT BANK DEPOSIT,,0,0.00,0.00,0.00,0.00,"338,000.00","341,889.48"
27-Jan-14,Sale,ULC,,1000,35.40,"35,400.00",177.00,0.00,"35,223.00","377,112.48"
28-Jan-14,Buy,BEDL,,400,37.50,"15,000.00",75.00,"15,075.00",0.00,"362,037.48"
28-Jan-14,Buy,RNSPIN,Z,1000,35.20,"35,200.00",176.00,"35,376.00",0.00,"326,661.48"
28-Jan-14,Buy,UCBL,,3000,31.00,"93,000.00",465.00,"93,465.00",0.00,"233,196.48"
28-Jan-14,Sale,ILFSL,B,1000,16.10,"16,100.00",80.50,0.00,"16,019.50","249,215.98"
28-Jan-14,Sale,IPDC,A,500,24.00,"12,000.00",60.00,0.00,"11,940.00","261,155.98"
28-Jan-14,Sale,LINDEBD,A,50,699.00,"34,950.00",174.75,0.00,"34,775.25","295,931.23"
28-Jan-14,Sale,SQURPHARMA,A,500,230.00,"115,000.00",575.00,0.00,"114,425.00","410,356.23"
30-Jan-14,Buy,BEDL,,2600,36.95,"96,080.00",480.40,"96,560.40",0.00,"313,795.83"
30-Jan-14,Buy,CVOPRL,Z,100,790.00,"79,000.00",395.00,"79,395.00",0.00,"234,400.83"
02-Feb-14,Sale,SQURPHARMA,A,130,235.60,"30,628.00",153.14,0.00,"30,474.86","264,875.69"
03-Feb-14,Buy,AL-HAJTEX,A,300,76.30,"22,890.00",114.45,"23,004.45",0.00,"241,871.24"
03-Feb-14,Buy,EASTRNLUB,A,100,329.00,"32,900.00",164.50,"33,064.50",0.00,"208,806.74"
03-Feb-14,Buy,PHARMAID,A,150,183.00,"27,450.00",137.25,"27,587.25",0.00,"181,219.49"
03-Feb-14,Payment,CH-#-EFTN-46,,0,0.00,0.00,0.00,"15,000.00",0.00,"166,219.49"
03-Feb-14,Sale,UCBL,,3000,31.10,"93,300.00",466.50,0.00,"92,833.50","259,052.99"
04-Feb-14,Buy,AL-HAJTEX,A,700,83.90,"58,730.00",293.65,"59,023.65",0.00,"200,029.34"
04-Feb-14,Buy,RNSPIN,Z,1000,32.90,"32,900.00",164.50,"33,064.50",0.00,"166,964.84"
04-Feb-14,Sale,ISNLTD,B,500,21.20,"10,600.00",53.00,0.00,"10,547.00","177,511.84"
04-Feb-14,Sale,NBL,B,500,14.70,"7,350.00",36.75,0.00,"7,313.25","184,825.09"
04-Feb-14,Sale,PURABIGEN,A,500,27.10,"13,550.00",67.75,0.00,"13,482.25","198,307.34"
05-Feb-14,Payment,CH-#-EFTN-27,,0,0.00,0.00,0.00,"150,000.00",0.00,"48,307.34"
05-Feb-14,Sale,TAKAFULINS,A,500,43.30,"21,650.00",108.25,0.00,"21,541.75","69,849.09"
06-Feb-14,Buy,AL-HAJTEX,A,200,85.00,"17,000.00",85.00,"17,085.00",0.00,"52,764.09"
09-Feb-14,Buy,SQURPHARMA,A,200,256.40,"51,280.00",256.40,"51,536.40",0.00,"1,227.69"
09-Feb-14,Sale,AL-HAJTEX,A,300,84.70,"25,410.00",127.05,0.00,"25,282.95","26,510.64"
10-Feb-14,Buy,BDLAMPS,A,100,146.00,"14,600.00",73.00,"14,673.00",0.00,"11,837.64"
10-Feb-14,Sale,AL-HAJTEX,A,500,84.90,"42,450.00",212.25,0.00,"42,237.75","54,075.39"
10-Feb-14,Sale,BEDL,,3000,34.50,"103,500.00",517.50,0.00,"102,982.50","157,057.89"
12-Feb-14,Receive,CH-#-8591600,,0,0.00,0.00,0.00,0.00,"25,000.00","182,057.89"
13-Feb-14,Buy,DESCO,A,1500,66.93,"100,400.00",502.00,"100,902.00",0.00,"81,155.89"
16-Feb-14,Buy,DESCO,A,500,68.50,"34,250.00",171.25,"34,421.25",0.00,"46,734.64"
20-Feb-14,Buy,AL-HAJTEX,A,50,92.00,"4,600.00",23.00,"4,623.00",0.00,"42,111.64"
24-Feb-14,Buy,MITHUNKNIT,A,200,91.00,"18,200.00",91.00,"18,291.00",0.00,"23,820.64"
25-Feb-14,Sale,AL-HAJTEX,A,400,116.00,"46,400.00",232.00,0.00,"46,168.00","69,988.64"
26-Feb-14,Sale,AL-HAJTEX,A,50,111.40,"5,570.00",27.85,0.00,"5,542.15","75,530.79"
26-Feb-14,Sale,CVOPRL,Z,100,899.00,"89,900.00",449.50,0.00,"89,450.50","164,981.29"
26-Feb-14,Sale,EASTRNLUB,A,350,417.16,"146,005.00",730.03,0.00,"145,274.98","310,256.27"
27-Feb-14,Addition,ACCOUNT UPDATE FEE,,0,0.00,0.00,0.00,100.00,0.00,"310,156.27"
02-Mar-14,Buy,ARAMIT,A,400,360.00,"144,000.00",720.00,"144,720.00",0.00,"165,436.27"
02-Mar-14,Buy,FAMILYTEX,Z,1000,63.65,"63,650.00",318.25,"63,968.25",0.00,"101,468.02"
02-Mar-14,Sale,DESCO,A,1000,66.80,"66,800.00",334.00,0.00,"66,466.00","167,934.02"
02-Mar-14,Sale,EASTRNLUB,A,250,471.80,"117,950.00",589.75,0.00,"117,360.25","285,294.27"
02-Mar-14,Sale,SQURPHARMA,A,200,268.08,"53,616.00",268.08,0.00,"53,347.92","338,642.19"
03-Mar-14,Payment,CH-#-EFTN-92,,0,0.00,0.00,0.00,"240,000.00",0.00,"98,642.19"
03-Mar-14,Sale,EASTRNLUB,A,50,435.00,"21,750.00",108.75,0.00,"21,641.25","120,283.44"
04-Mar-14,Sale,DESCO,A,1000,66.20,"66,200.00",331.00,0.00,"65,869.00","186,152.44"
04-Mar-14,Sale,FAMILYTEX,Z,500,63.40,"31,700.00",158.50,0.00,"31,541.50","217,693.94"
04-Mar-14,Sale,MITHUNKNIT,A,200,94.00,"18,800.00",94.00,0.00,"18,706.00","236,399.94"
05-Mar-14,Buy,BEXIMCO,A,3000,31.90,"95,700.00",478.50,"96,178.50",0.00,"140,221.44"
05-Mar-14,Sale,BDLAMPS,A,100,142.00,"14,200.00",71.00,0.00,"14,129.00","154,350.44"
06-Mar-14,Payment,CH-#-EFTN-51,,0,0.00,0.00,0.00,"30,000.00",0.00,"124,350.44"
13-Mar-14,Buy,PADMAOIL,A,100,350.40,"35,040.00",175.20,"35,215.20",0.00,"89,135.24"
19-Mar-14,Sale,BEXIMCO,A,2500,31.20,"78,000.00",390.00,0.00,"77,610.00","166,745.24"
19-Mar-14,Sale,PADMAOIL,A,100,334.10,"33,410.00",167.05,0.00,"33,242.95","199,988.19"
19-Mar-14,Sale,SAVAREFR,Z,300,59.50,"17,850.00",89.25,0.00,"17,760.75","217,748.94"
24-Mar-14,Buy,FAMILYTEX,Z,1000,58.90,"58,900.00",294.50,"59,194.50",0.00,"158,554.44"
24-Mar-14,Sale,ARAMIT,A,400,340.00,"136,000.00",680.00,0.00,"135,320.00","293,874.44"
24-Mar-14,Sale,EASTRNLUB,A,50,413.30,"20,665.00",103.33,0.00,"20,561.68","314,436.11"
27-Mar-14,Buy,DESCO,A,1000,64.00,"64,000.00",320.00,"64,320.00",0.00,"250,116.11"
27-Mar-14,Sale,FAMILYTEX,Z,1000,62.80,"62,800.00",314.00,0.00,"62,486.00","312,602.11"
02-Apr-14,Buy,FAMILYTEX,Z,1500,59.60,"89,400.00",447.00,"89,847.00",0.00,"222,755.11"
03-Apr-14,Buy,PADMAOIL,A,500,353.36,"176,680.00",883.40,"177,563.40",0.00,"45,191.71"
03-Apr-14,Buy,SQURPHARMA,A,130,274.90,"35,737.00",178.69,"35,915.69",0.00,"9,276.03"
06-Apr-14,Sale,BEXIMCO,A,500,30.60,"15,300.00",76.50,0.00,"15,223.50","24,499.53"
08-Apr-14,Payment,CH-#-EFTN-19,,0,0.00,0.00,0.00,"20,000.00",0.00,"4,499.53"
17-Apr-14,Buy,DESCO,A,1000,69.00,"69,000.00",345.00,"69,345.00",0.00,"-64,845.47"
17-Apr-14,Sale,PADMAOIL,A,500,357.00,"178,500.00",892.50,0.00,"177,607.50","112,762.03"
21-Apr-14,Buy,DESCO,A,1000,65.20,"65,200.00",326.00,"65,526.00",0.00,"47,236.03"
23-Apr-14,Sale,DESCO,A,1000,69.00,"69,000.00",345.00,0.00,"68,655.00","115,891.03"
24-Apr-14,Buy,UNITEDAIR,A,5000,13.20,"66,000.00",330.00,"66,330.00",0.00,"49,561.03"
27-Apr-14,Buy,UNITEDAIR,A,1000,13.10,"13,100.00",65.50,"13,165.50",0.00,"36,395.53"
28-Apr-14,Buy,UNITEDAIR,A,2000,13.00,"26,000.00",130.00,"26,130.00",0.00,"10,265.53"
29-Apr-14,BONUS,ABBANK,,1,0.00,0.00,0.00,0.00,0.00,"10,265.53"
29-Apr-14,Sale,DESCO,A,1000,61.90,"61,900.00",309.50,0.00,"61,590.50","71,856.03"
30-Apr-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"71,846.03"
30-Apr-14,Sale,DESCO,A,1000,60.50,"60,500.00",302.50,0.00,"60,197.50","132,043.53"
04-May-14,Buy,LANKABAFIN,A,500,51.40,"25,700.00",128.50,"25,828.50",0.00,"106,215.03"
05-May-14,Buy,UNITEDAIR,A,2000,11.40,"22,800.00",114.00,"22,914.00",0.00,"83,301.03"
07-May-14,Buy,GOLDENSON,A,1000,58.80,"58,800.00",294.00,"59,094.00",0.00,"24,207.03"
07-May-14,Payment,CH-#-EFTN-70,,0,0.00,0.00,0.00,"15,000.00",0.00,"9,207.03"
12-May-14,Sale,GOLDENSON,A,1000,56.60,"56,600.00",283.00,0.00,"56,317.00","65,524.03"
15-May-14,Payment,CH-#-EFTN-258,,0,0.00,0.00,0.00,"10,000.00",0.00,"55,524.03"
18-May-14,Buy,RNSPIN,Z,1000,26.50,"26,500.00",132.50,"26,632.50",0.00,"28,891.53"
19-May-14,Sale,PHARMAID,A,150,201.50,"30,225.00",151.13,0.00,"30,073.88","58,965.40"
22-May-14,BONUS,FAMILYTEX,,2500,0.00,0.00,0.00,0.00,0.00,"58,965.40"
22-May-14,Buy,LANKABAFIN,A,1000,46.45,"46,450.00",232.25,"46,682.25",0.00,"12,283.15"
25-May-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,138.00,0.00,"12,145.15"
01-Jun-14,Buy,LAFSURCEML,Z,500,83.10,"41,550.00",207.75,"41,757.75",0.00,"-29,612.60"
01-Jun-14,Sale,SQURPHARMA,A,130,269.30,"35,009.00",175.05,0.00,"34,833.96","5,221.36"
03-Jun-14,Buy,LANKABAFIN,A,1000,43.20,"43,200.00",216.00,"43,416.00",0.00,"-38,194.64"
03-Jun-14,Sale,FAMILYTEX,A,5000,24.00,"120,000.00",600.00,0.00,"119,400.00","81,205.36"
04-Jun-14,Buy,RNSPIN,Z,1000,25.00,"25,000.00",125.00,"25,125.00",0.00,"56,080.36"
08-Jun-14,Buy,BIFC,B,4500,12.30,"55,350.00",276.75,"55,626.75",0.00,453.61
10-Jun-14,BONUS,CITYBANK,,17,0.00,0.00,0.00,0.00,0.00,453.61
10-Jun-14,Sale,LANKABAFIN,A,1000,42.50,"42,500.00",212.50,0.00,"42,287.50","42,741.11"
11-Jun-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"42,731.11"
11-Jun-14,Buy,SQURPHARMA,A,130,286.50,"37,245.00",186.23,"37,431.23",0.00,"5,299.88"
12-Jun-14,Payment,CH-#-EFTN-63,,0,0.00,0.00,0.00,"5,000.00",0.00,299.88
12-Jun-14,Sale,LAFSURCEML,Z,500,78.40,"39,200.00",196.00,0.00,"39,004.00","39,303.88"
15-Jun-14,Buy,IFIC,A,1600,23.60,"37,760.00",188.80,"37,948.80",0.00,"1,355.08"
24-Jun-14,Sale,IFIC,A,1000,24.80,"24,800.00",124.00,0.00,"24,676.00","26,031.08"
29-Jun-14,Buy,SQURPHARMA,A,50,278.90,"13,945.00",69.73,"14,014.73",0.00,"12,016.36"
29-Jun-14,Sale,IFIC,A,600,24.00,"14,400.00",72.00,0.00,"14,328.00","26,344.36"
29-Jun-14,Sale,UNITEDAIR,A,2000,13.35,"26,700.00",133.50,0.00,"26,566.50","52,910.86"
30-Jun-14,Payment,CH-#-EFTN-24,,0,0.00,0.00,0.00,"25,000.00",0.00,"27,910.86"
02-Jul-14,Buy,SQURPHARMA,A,90,282.80,"25,452.00",127.26,"25,579.26",0.00,"2,331.60"
02-Jul-14,Sale,UNITEDAIR,A,8000,13.28,"106,200.00",531.00,0.00,"105,669.00","108,000.60"
06-Jul-14,Buy,CVOPRL,A,100,660.00,"66,000.00",330.00,"66,330.00",0.00,"41,670.60"
09-Jul-14,Sale,BIFC,B,4000,13.60,"54,400.00",272.00,0.00,"54,128.00","95,798.60"
13-Jul-14,Buy,EASTRNLUB,A,150,406.00,"60,900.00",304.50,"61,204.50",0.00,"34,594.10"
13-Jul-14,Sale,BIFC,B,500,13.60,"6,800.00",34.00,0.00,"6,766.00","41,360.10"
14-Jul-14,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"40,860.10"
15-Jul-14,Buy,RNSPIN,Z,1500,26.20,"39,300.00",196.50,"39,496.50",0.00,"1,363.60"
16-Jul-14,Buy,GHAIL,A,900,29.00,"26,100.00",130.50,"26,230.50",0.00,"-24,866.90"
16-Jul-14,Sale,RNSPIN,Z,1250,25.60,"32,000.00",160.00,0.00,"31,840.00","6,973.10"
20-Jul-14,Buy,EASTRNLUB,A,250,404.08,"101,020.00",505.10,"101,525.10",0.00,"-94,552.00"
20-Jul-14,Sale,CVOPRL,A,100,658.20,"65,820.00",329.10,0.00,"65,490.90","-29,061.10"
20-Jul-14,Sale,SQURPHARMA,A,270,247.80,"66,906.00",334.53,0.00,"66,571.47","37,510.37"
22-Jul-14,Sale,GHAIL,A,900,30.10,"27,090.00",135.45,0.00,"26,954.55","64,464.92"
22-Jul-14,Sale,LANKABAFIN,A,500,41.10,"20,550.00",102.75,0.00,"20,447.25","84,912.17"
23-Jul-14,Buy,EASTRNLUB,A,200,405.00,"81,000.00",405.00,"81,405.00",0.00,"3,507.17"
03-Aug-14,Buy,EASTRNLUB,A,250,403.00,"100,750.00",503.75,"101,253.75",0.00,"-97,746.58"
03-Aug-14,Receive,CH-#-0483628,,0,0.00,0.00,0.00,0.00,"110,000.00","12,253.42"
04-Aug-14,Buy,EASTRNLUB,A,50,426.00,"21,300.00",106.50,"21,406.50",0.00,"-9,153.08"
04-Aug-14,Sale,RNSPIN,Z,3000,24.32,"72,950.00",364.75,0.00,"72,585.25","63,432.17"
05-Aug-14,Payment,CH-#-EFTN-81,,0,0.00,0.00,0.00,"25,000.00",0.00,"38,432.17"
06-Aug-14,Buy,EASTRNLUB,A,100,428.00,"42,800.00",214.00,"43,014.00",0.00,"-4,581.83"
06-Aug-14,Sale,RNSPIN,Z,250,24.00,"6,000.00",30.00,0.00,"5,970.00","1,388.17"
10-Aug-14,Buy,CONFIDCEM,A,1000,118.00,"118,000.00",590.00,"118,590.00",0.00,"-117,201.83"
10-Aug-14,Buy,DELTALIFE,A,1400,133.60,"187,040.00",935.20,"187,975.20",0.00,"-305,177.03"
10-Aug-14,Sale,EASTRNLUB,A,900,431.19,"388,070.00","1,940.35",0.00,"386,129.65","80,952.62"
11-Aug-14,Buy,UNIONCAP,A,4000,19.50,"78,000.00",390.00,"78,390.00",0.00,"2,562.62"
13-Aug-14,Sale,LANKABAFIN,A,1000,42.40,"42,400.00",212.00,0.00,"42,188.00","44,750.62"
14-Aug-14,Sale,CONFIDCEM,A,1000,118.20,"118,200.00",591.00,0.00,"117,609.00","162,359.62"
14-Aug-14,Sale,DELTALIFE,A,1400,132.80,"185,920.00",929.60,0.00,"184,990.40","347,350.02"
14-Aug-14,Sale,EASTRNLUB,A,100,429.85,"42,985.00",214.93,0.00,"42,770.08","390,120.09"
14-Aug-14,Sale,UNIONCAP,A,4000,18.50,"74,000.00",370.00,0.00,"73,630.00","463,750.09"
18-Aug-14,Payment,CH-#-EFTN-74,,0,0.00,0.00,0.00,"25,000.00",0.00,"438,750.09"
19-Aug-14,Buy,GLAXOSMITH,A,200,"1,459.05","291,810.00","1,459.05","293,269.05",0.00,"145,481.04"
19-Aug-14,Buy,RNSPIN,Z,1000,23.50,"23,500.00",117.50,"23,617.50",0.00,"121,863.54"
20-Aug-14,Buy,GLAXOSMITH,A,50,"1,455.00","72,750.00",363.75,"73,113.75",0.00,"48,749.79"
20-Aug-14,Sale,RNSPIN,Z,1000,23.60,"23,600.00",118.00,0.00,"23,482.00","72,231.79"
21-Aug-14,Buy,GLAXOSMITH,A,50,"1,446.20","72,310.00",361.55,"72,671.55",0.00,-439.76
03-Sep-14,Buy,RNSPIN,Z,1000,27.40,"27,400.00",137.00,"27,537.00",0.00,"-27,976.76"
03-Sep-14,Sale,GLAXOSMITH,A,300,"1,455.67","436,700.00","2,183.50",0.00,"434,516.50","406,539.74"
04-Sep-14,Buy,AFTABAUTO,A,500,80.70,"40,350.00",201.75,"40,551.75",0.00,"365,987.99"
04-Sep-14,Payment,CH-#-EFTN-177,,0,0.00,0.00,0.00,"200,000.00",0.00,"165,987.99"
07-Sep-14,Buy,ARAMITCEM,A,1000,45.40,"45,400.00",227.00,"45,627.00",0.00,"120,360.99"
