"Transaction
Date","Transaction
Type",,,,,,,,,
05-Apr-11,BONUS,DHAKABANK,,105,0.00,0.00,0.00,0.00,0.00,"17,052.80"
05-Apr-11,Sale,CONFIDCEM,A,20,274.50,"5,490.00",27.45,0.00,"5,462.55","22,515.35"
05-Apr-11,Sale,PHENIXINS,A,200,132.90,"26,580.00",132.90,0.00,"26,447.10","48,962.45"
18-Apr-11,IPO,MJLBD,,100,0.00,0.00,0.00,0.00,0.00,"48,962.45"
20-Apr-11,Buy,CONFIDCEM,A,20,238.20,"4,764.00",23.82,"4,787.82",0.00,"44,174.63"
20-Apr-11,Buy,PRIMEFIN,A,50,182.40,"9,120.00",45.60,"9,165.60",0.00,"35,009.03"
24-Apr-11,Buy,PRIMEFIN,A,50,173.80,"8,690.00",43.45,"8,733.45",0.00,"26,275.58"
25-Apr-11,Buy,PRIMEFIN,A,50,156.00,"7,800.00",39.00,"7,839.00",0.00,"18,436.58"
04-May-11,BONUS,NCCBANK,,240,0.00,0.00,0.00,0.00,0.00,"18,436.58"
04-May-11,Payment,CH-#-3738414,,0,0.00,0.00,0.00,"17,000.00",0.00,"1,436.58"
02-Jun-11,BONUS,SUMITPOWER,,60,0.00,0.00,0.00,0.00,0.00,"1,436.58"
19-Jun-11,BONUS,EXIMBANK,,70,0.00,0.00,0.00,0.00,0.00,"1,436.58"
04-Jul-11,BONUS,CONFIDCEM,,9,0.00,0.00,0.00,0.00,0.00,"1,436.58"
13-Jul-11,BONUS,PHENIXINS,,150,0.00,0.00,0.00,0.00,0.00,"1,436.58"
14-Jul-11,Buy,NCCBANK,A,250,38.10,"9,525.00",52.39,"9,577.39",0.00,"-8,140.81"
17-Jul-11,Sale,EXIMBANK,A,200,34.00,"6,800.00",37.40,0.00,"6,762.60","-1,378.21"
01-Aug-11,Buy,EXIMBANK,A,200,33.20,"6,640.00",36.52,"6,676.52",0.00,"-8,054.73"
09-Aug-11,Sale,EXIMBANK,A,200,33.00,"6,600.00",36.30,0.00,"6,563.70","-1,491.03"
09-Oct-11,BONUS,MJLBD,,15,0.00,0.00,0.00,0.00,0.00,"-1,491.03"
17-Nov-11,Payment,CH-#-13731,,0,0.00,0.00,0.00,500.00,0.00,"-1,991.03"
30-Nov-11,IPO,BSC,,5,0.00,0.00,0.00,0.00,0.00,"-1,991.03"
01-Dec-11,CDBL Charges,BANGLADESH SHIPPING,,5,0.00,0.00,0.00,20.00,0.00,"-2,011.03"
03-Apr-12,BONUS,DHAKABANK,,121,0.00,0.00,0.00,0.00,0.00,"-2,011.03"
04-Apr-12,CDBL Charges,DHAKA BANK LTD.,,121,0.00,0.00,0.00,10.00,0.00,"-2,021.03"
10-Apr-12,BONUS,PRIMEFIN,,60,0.00,0.00,0.00,0.00,0.00,"-2,021.03"
11-Apr-12,CDBL Charges,PRIME FINANCE,,60,0.00,0.00,0.00,10.00,0.00,"-2,031.03"
12-Apr-12,Sale,MJLBD,A,100,124.50,"12,450.00",124.50,0.00,"12,325.50","10,294.47"
17-Apr-12,BONUS,NCCBANK,,210,0.00,0.00,0.00,0.00,0.00,"10,294.47"
18-Apr-12,CDBL Charges,NCCBL,,210,0.00,0.00,0.00,10.00,0.00,"10,284.47"
22-Apr-12,Buy,CVOPRL,A,100,272.50,"27,250.00",136.25,"27,386.25",0.00,"-17,101.78"
22-Apr-12,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"10,000.00","-7,101.78"
22-Apr-12,Sale,DHAKABANK,A,226,34.92,"7,892.00",39.46,0.00,"7,852.54",750.76
26-Apr-12,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"14,000.00","14,750.76"
29-Apr-12,Buy,CONFIDCEM,A,80,147.00,"11,760.00",58.80,"11,818.80",0.00,"2,931.96"
30-Apr-12,BONUS,SUMITPOWER,,65,0.00,0.00,0.00,0.00,0.00,"2,931.96"
30-Apr-12,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"14,000.00","16,931.96"
02-May-12,CDBL Charges,SUMMIT POWER LTD.,,65,0.00,0.00,0.00,10.00,0.00,"16,921.96"
09-May-12,Buy,BSC,A,5,368.50,"1,842.50",9.21,"1,851.71",0.00,"15,070.25"
09-May-12,Buy,PHENIXINS,A,200,72.10,"14,420.00",72.10,"14,492.10",0.00,578.15
08-Jul-12,BONUS,CONFIDCEM,,29,0.00,0.00,0.00,0.00,0.00,578.15
09-Jul-12,CDBL Charges,CONFIDENCE CEMENT,,29,0.00,0.00,0.00,10.00,0.00,568.15
10-Jul-12,Sale,DHAKABANK,A,100,25.30,"2,530.00",12.65,0.00,"2,517.35","3,085.50"
17-Jul-12,BONUS,MJLBD,,2,0.00,0.00,0.00,0.00,0.00,"3,085.50"
18-Jul-12,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"2,585.50"
18-Jul-12,BONUS,PHENIXINS,,47,0.00,0.00,0.00,0.00,0.00,"2,585.50"
18-Jul-12,CDBL Charges,MJL BANGLADESH LTD.,,2,0.00,0.00,0.00,10.00,0.00,"2,575.50"
19-Jul-12,CDBL Charges,PHOENIX INSURANCE,,47,0.00,0.00,0.00,10.00,0.00,"2,565.50"
02-Aug-12,BONUS,EXIMBANK,,9,0.00,0.00,0.00,0.00,0.00,"2,565.50"
02-Aug-12,Receive,CH-#-000,,0,0.00,0.00,0.00,0.00,"30,000.00","32,565.50"
05-Aug-12,CDBL Charges,EXIM BANK LTD.,,9,0.00,0.00,0.00,10.00,0.00,"32,555.50"
04-Sep-12,Buy,NCCBANK,A,1000,19.15,"19,150.00",95.75,"19,245.75",0.00,"13,309.75"
05-Sep-12,Buy,NCCBANK,A,500,18.90,"9,450.00",47.25,"9,497.25",0.00,"3,812.50"
25-Sep-12,Buy,PRIMEFIN,A,50,51.00,"2,550.00",12.75,"2,562.75",0.00,"1,249.75"
26-Sep-12,Buy,UTTARABANK,A,25,45.40,"1,135.00",5.68,"1,140.68",0.00,109.07
21-Jan-13,BONUS,CVOPRL,,20,0.00,0.00,0.00,0.00,0.00,109.07
22-Jan-13,CDBL Charges,CVO PETROCHEMICAL,,20,0.00,0.00,0.00,10.00,0.00,99.07
02-Apr-13,Sale,CVOPRL,A,100,89.00,"8,900.00",44.50,0.00,"8,855.50","8,954.57"
02-Apr-13,Sale,PHENIXINS,A,400,47.05,"18,820.00",94.10,0.00,"18,725.90","27,680.47"
02-Apr-13,Sale,SUMITPOWER,A,300,33.90,"10,170.00",50.85,0.00,"10,119.15","37,799.62"
10-Apr-13,Buy,MICEMENT,A,100,72.40,"7,240.00",36.20,"7,276.20",0.00,"30,523.42"
10-Apr-13,Buy,PHENIXINS,A,400,50.50,"20,200.00",101.00,"20,301.00",0.00,"10,222.42"
17-Apr-13,Buy,NCCBANK,,250,15.40,"3,850.00",19.25,"3,869.25",0.00,"6,353.17"
22-Apr-13,BONUS,PRIMEFIN,,52,0.00,0.00,0.00,0.00,0.00,"6,353.17"
23-Apr-13,BONUS,DHAKABANK,,32,0.00,0.00,0.00,0.00,0.00,"6,353.17"
23-Apr-13,CDBL Charges,PRIME FINANCE,,52,0.00,0.00,0.00,10.00,0.00,"6,343.17"
24-Apr-13,CDBL Charges,DHAKA BANK LTD.,,32,0.00,0.00,0.00,10.00,0.00,"6,333.17"
06-May-13,Sale,PHENIXINS,,400,49.20,"19,680.00",98.40,0.00,"19,581.60","25,914.77"
07-May-13,BONUS,SUMITPOWER,,65,0.00,0.00,0.00,0.00,0.00,"25,914.77"
08-May-13,CDBL Charges,SUMMIT POWER LTD.,,65,0.00,0.00,0.00,10.00,0.00,"25,904.77"
14-May-13,Buy,PHENIXINS,A,200,46.80,"9,360.00",46.80,"9,406.80",0.00,"16,497.97"
15-May-13,Buy,NCCBANK,A,250,13.80,"3,450.00",17.25,"3,467.25",0.00,"13,030.72"
15-May-13,Buy,PHENIXINS,A,200,47.50,"9,500.00",47.50,"9,547.50",0.00,"3,483.22"
04-Jun-13,BONUS,NCCBANK,,320,0.00,0.00,0.00,0.00,0.00,"3,483.22"
05-Jun-13,CDBL Charges,NCCBL,,320,0.00,0.00,0.00,10.00,0.00,"3,473.22"
10-Jun-13,Sale,CONFIDCEM,A,100,106.90,"10,690.00",53.45,0.00,"10,636.55","14,109.77"
10-Jun-13,Sale,MICEMENT,A,100,85.00,"8,500.00",42.50,0.00,"8,457.50","22,567.27"
11-Jun-13,Buy,NCCBANK,A,500,13.80,"6,900.00",34.50,"6,934.50",0.00,"15,632.77"
12-Jun-13,Buy,CONFIDCEM,A,60,107.73,"6,464.00",32.32,"6,496.32",0.00,"9,136.45"
16-Jun-13,Buy,BSC,A,10,454.25,"4,542.50",22.71,"4,565.21",0.00,"4,571.24"
18-Jun-13,Buy,BSC,A,10,451.50,"4,515.00",22.58,"4,537.58",0.00,33.67
20-Jun-13,BONUS,UTTARABANK,,2,0.00,0.00,0.00,0.00,0.00,33.67
23-Jun-13,CDBL Charges,UTTARA BANK LIMITED,,2,0.00,0.00,0.00,10.00,0.00,23.67
27-Jun-13,Sale,CONFIDCEM,A,20,125.00,"2,500.00",12.50,0.00,"2,487.50","2,511.17"
30-Jun-13,Sale,CONFIDCEM,A,100,129.92,"12,992.00",64.96,0.00,"12,927.04","15,438.21"
03-Jul-13,Sale,BSC,A,30,512.00,"15,360.00",153.60,0.00,"15,206.40","30,644.61"
04-Jul-13,Buy,CMCKAMAL,A,500,26.30,"13,150.00",65.75,"13,215.75",0.00,"17,428.86"
07-Jul-13,BONUS,PHENIXINS,,149,0.00,0.00,0.00,0.00,0.00,"17,428.86"
07-Jul-13,Buy,RNSPIN,A,500,28.20,"14,100.00",70.50,"14,170.50",0.00,"3,258.36"
08-Jul-13,CDBL Charges,PHOENIX INSURANCE,,149,0.00,0.00,0.00,10.00,0.00,"3,248.36"
09-Jul-13,Sale,PHENIXINS,A,400,46.40,"18,560.00",92.80,0.00,"18,467.20","21,715.56"
10-Jul-13,Buy,PHENIXINS,A,200,43.60,"8,720.00",43.60,"8,763.60",0.00,"12,951.96"
11-Jul-13,Buy,PHENIXINS,A,200,42.90,"8,580.00",42.90,"8,622.90",0.00,"4,329.06"
14-Jul-13,Sale,MJLBD,A,17,72.00,"1,224.00",6.12,0.00,"1,217.88","5,546.94"
17-Jul-13,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"5,046.94"
18-Jul-13,Sale,CMCKAMAL,A,500,26.50,"13,250.00",66.25,0.00,"13,183.75","18,230.69"
22-Jul-13,Buy,CMCKAMAL,A,700,24.80,"17,360.00",86.80,"17,446.80",0.00,783.89
31-Jul-13,IPO,CENTRALPHL,,500,0.00,0.00,0.00,0.00,0.00,783.89
31-Jul-13,Sale,PHENIXINS,A,1000,40.00,"40,000.00",200.00,0.00,"39,800.00","40,583.89"
01-Aug-13,Addition,DEMAT OF NEW SECURITIES (IPO),,0,0.00,0.00,0.00,25.00,0.00,"40,558.89"
05-Aug-13,Buy,PHENIXINS,,200,39.90,"7,980.00",39.90,"8,019.90",0.00,"32,538.99"
14-Aug-13,Sale,CENTRALPHL,N,500,41.70,"20,850.00",208.50,0.00,"20,641.50","53,180.49"
18-Aug-13,Sale,CMCKAMAL,A,700,26.14,"18,300.00",91.50,0.00,"18,208.50","71,388.99"
19-Aug-13,Buy,FINEFOODS,A,500,17.00,"8,500.00",42.50,"8,542.50",0.00,"62,846.49"
19-Aug-13,Buy,RDFOOD,A,400,20.50,"8,200.00",41.00,"8,241.00",0.00,"54,605.49"
19-Aug-13,Sale,CVOPRL,A,20,515.00,"10,300.00",51.50,0.00,"10,248.50","64,853.99"
22-Aug-13,Payment,CH-#-EFTN-01,,0,0.00,0.00,0.00,"20,600.00",0.00,"44,253.99"
22-Aug-13,Sale,RNSPIN,A,500,30.60,"15,300.00",76.50,0.00,"15,223.50","59,477.49"
25-Aug-13,Buy,INTECH,A,1000,13.25,"13,250.00",66.25,"13,316.25",0.00,"46,161.24"
25-Aug-13,Buy,SPCERAMICS,A,1000,16.60,"16,600.00",83.00,"16,683.00",0.00,"29,478.24"
26-Aug-13,Buy,SAIHAMCOT,A,500,27.90,"13,950.00",69.75,"14,019.75",0.00,"15,458.49"
26-Aug-13,Sale,RDFOOD,A,400,23.30,"9,320.00",46.60,0.00,"9,273.40","24,731.89"
04-Sep-13,Buy,PRIMEFIN,A,700,24.96,"17,470.00",87.35,"17,557.35",0.00,"7,174.54"
04-Sep-13,Sale,FINEFOODS,A,500,20.00,"10,000.00",50.00,0.00,"9,950.00","17,124.54"
04-Sep-13,Sale,PRIMEFIN,A,100,25.00,"2,500.00",12.50,0.00,"2,487.50","19,612.04"
08-Sep-13,BONUS,EXIMBANK,,7,0.00,0.00,0.00,0.00,0.00,"19,612.04"
09-Sep-13,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"19,602.04"
11-Sep-13,Buy,RNSPIN,A,500,33.90,"16,950.00",84.75,"17,034.75",0.00,"2,567.29"
18-Sep-13,Buy,FASFIN,B,1000,16.70,"16,700.00",83.50,"16,783.50",0.00,"-14,216.22"
18-Sep-13,Sale,SAIHAMCOT,A,500,29.30,"14,650.00",73.25,0.00,"14,576.75",360.54
30-Sep-13,Sale,INTECH,A,500,18.60,"9,300.00",46.50,0.00,"9,253.50","9,614.04"
06-Oct-13,Buy,UNITEDAIR,A,500,16.20,"8,100.00",40.50,"8,140.50",0.00,"1,473.54"
07-Oct-13,Sale,INTECH,A,500,16.60,"8,300.00",41.50,0.00,"8,258.50","9,732.04"
08-Oct-13,Buy,FASFIN,B,500,14.10,"7,050.00",35.25,"7,085.25",0.00,"2,646.79"
29-Oct-13,Sale,SPCERAMICS,A,1000,16.80,"16,800.00",84.00,0.00,"16,716.00","19,362.79"
30-Oct-13,Buy,BEACONPHAR,Z,500,11.50,"5,750.00",28.75,"5,778.75",0.00,"13,584.04"
30-Oct-13,Buy,FASFIN,B,500,13.40,"6,700.00",33.50,"6,733.50",0.00,"6,850.54"
20-Nov-13,Sale,BEACONPHAR,Z,500,12.30,"6,150.00",30.75,0.00,"6,119.25","12,969.79"
20-Nov-13,Sale,PHENIXINS,A,200,46.70,"9,340.00",46.70,0.00,"9,293.30","22,263.09"
20-Nov-13,Sale,RNSPIN,A,500,35.00,"17,500.00",87.50,0.00,"17,412.50","39,675.59"
20-Nov-13,Sale,UNITEDAIR,A,500,17.30,"8,650.00",43.25,0.00,"8,606.75","48,282.34"
21-Nov-13,Buy,NBL,B,400,13.00,"5,200.00",26.00,"5,226.00",0.00,"43,056.34"
24-Nov-13,Buy,PHENIXINS,A,400,44.50,"17,800.00",89.00,"17,889.00",0.00,"25,167.34"
25-Nov-13,Buy,PHENIXINS,A,200,44.00,"8,800.00",44.00,"8,844.00",0.00,"16,323.34"
10-Dec-13,Buy,DELTALIFE,A,50,279.00,"13,950.00",69.75,"14,019.75",0.00,"2,303.59"
13-Jan-14,Buy,CONFIDCEM,A,100,132.32,"13,232.00",66.16,"13,298.16",0.00,"-10,994.58"
13-Jan-14,Sale,NCCBANK,A,1000,13.20,"13,200.00",66.00,0.00,"13,134.00","2,139.43"
27-Jan-14,Sale,NBL,B,400,14.50,"5,800.00",29.00,0.00,"5,771.00","7,910.43"
03-Feb-14,Sale,DELTALIFE,A,50,266.20,"13,310.00",66.55,0.00,"13,243.45","21,153.88"
17-Feb-14,Buy,APOLOISPAT,N,400,31.20,"12,480.00",62.40,"12,542.40",0.00,"8,611.48"
17-Feb-14,Buy,UNITEDAIR,A,500,15.70,"7,850.00",39.25,"7,889.25",0.00,722.23
18-Feb-14,Sale,CONFIDCEM,A,20,142.60,"2,852.00",14.26,0.00,"2,837.74","3,559.97"
19-Feb-14,Addition,ACCOUNT UPDATE FEE,,0,0.00,0.00,0.00,100.00,0.00,"3,459.97"
23-Feb-14,Sale,APOLOISPAT,N,400,31.90,"12,760.00",63.80,0.00,"12,696.20","16,156.17"
23-Feb-14,Sale,CONFIDCEM,A,20,144.60,"2,892.00",14.46,0.00,"2,877.54","19,033.71"
25-Feb-14,Buy,FAMILYTEX,Z,500,58.00,"29,000.00",145.00,"29,145.00",0.00,"-10,111.30"
25-Feb-14,Sale,CONFIDCEM,A,60,147.40,"8,844.00",44.22,0.00,"8,799.78","-1,311.52"
25-Feb-14,Sale,DHAKABANK,A,100,22.60,"2,260.00",11.30,0.00,"2,248.70",937.19
25-Feb-14,Sale,FASFIN,B,1000,16.00,"16,000.00",80.00,0.00,"15,920.00","16,857.19"
03-Mar-14,Sale,PHENIXINS,A,200,47.50,"9,500.00",47.50,0.00,"9,452.50","26,309.69"
18-Mar-14,Sale,PHENIXINS,A,400,45.50,"18,200.00",91.00,0.00,"18,109.00","44,418.69"
23-Mar-14,Buy,FAMILYTEX,Z,500,60.50,"30,250.00",151.25,"30,401.25",0.00,"14,017.44"
27-Mar-14,Buy,CONFIDCEM,A,2,130.00,260.00,1.30,261.30,0.00,"13,756.14"
27-Mar-14,Buy,SUMITPOWER,A,10,38.00,380.00,1.90,381.90,0.00,"13,374.24"
09-Apr-14,Sale,FASFIN,B,1000,15.00,"15,000.00",75.00,0.00,"14,925.00","28,299.24"
17-Apr-14,Sale,CONFIDCEM,A,20,148.20,"2,964.00",14.82,0.00,"2,949.18","31,248.42"
21-Apr-14,BONUS,DHAKABANK,,6,0.00,0.00,0.00,0.00,0.00,"31,248.42"
21-Apr-14,Payment,CH-#-EFTN-68,,0,0.00,0.00,0.00,"30,000.00",0.00,"1,248.42"
22-Apr-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"1,238.42"
21-May-14,BONUS,UTTARABANK,,2,0.00,0.00,0.00,0.00,0.00,"1,238.42"
22-May-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"1,228.42"
22-May-14,BONUS,FAMILYTEX,,1000,0.00,0.00,0.00,0.00,0.00,"1,228.42"
25-May-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,55.20,0.00,"1,173.22"
05-Jun-14,BONUS,NCCBANK,,163,0.00,0.00,0.00,0.00,0.00,"1,173.22"
08-Jun-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"1,163.22"
29-Jun-14,BONUS,EXIMBANK,,9,0.00,0.00,0.00,0.00,0.00,"1,163.22"
30-Jun-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"1,153.22"
02-Jul-14,BONUS,SUMITPOWER,,15,0.00,0.00,0.00,0.00,0.00,"1,153.22"
03-Jul-14,Addition,CORPORATE ACTIONS,,0,0.00,0.00,0.00,10.00,0.00,"1,143.22"
14-Jul-14,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,643.22
24-Dec-14,Sale,SUMITPOWER,A,100,37.80,"3,780.00",18.90,0.00,"3,761.10","4,404.32"
05-Jan-15,BONUS,UNITEDAIR,,50,0.00,0.00,0.00,0.00,0.00,"4,404.32"
06-Jan-15,Addition,CA - UNITEDAIR,,0,0.00,0.00,0.00,10.00,0.00,"4,394.32"
08-Jan-15,Buy,KBPPWBIL,N,120,36.10,"4,332.00",21.66,"4,353.66",0.00,40.66
03-Feb-15,Buy,KBPPWBIL,A,75,27.10,"2,032.50",10.16,"2,042.66",0.00,"-2,002.01"
03-Feb-15,Sale,DHAKABANK,A,132,20.50,"2,706.00",13.53,0.00,"2,692.47",690.46
04-Feb-15,Sale,KBPPWBIL,A,120,26.60,"3,192.00",15.96,0.00,"3,176.04","3,866.50"
04-Feb-15,Sale,PHENIXINS,A,146,30.50,"4,453.00",22.27,0.00,"4,430.74","8,297.24"
04-Feb-15,Sale,PRIMEFIN,A,900,18.78,"16,900.00",84.50,0.00,"16,815.50","25,112.74"
10-Feb-15,Buy,PHENIXINS,A,350,30.40,"10,640.00",53.20,"10,693.20",0.00,"14,419.54"
11-Feb-15,Buy,MAKSONSPIN,B,326,12.80,"4,172.80",20.86,"4,193.66",0.00,"10,225.87"
30-Mar-15,Buy,PHENIXINS,A,200,23.30,"4,660.00",23.30,"4,683.30",0.00,"5,542.57"
13-Apr-15,Buy,FAMILYTEX,A,1,14.60,14.60,0.07,14.67,0.00,"5,527.90"
15-Apr-15,Buy,KBPPWBIL,A,100,23.90,"2,390.00",11.95,"2,401.95",0.00,"3,125.95"
15-Apr-15,Sale,NCCBANK,A,3433,10.50,"36,046.50",180.23,0.00,"35,866.27","38,992.22"
16-Apr-15,Buy,BAYLEASING,A,400,24.60,"9,840.00",49.20,"9,889.20",0.00,"29,103.02"
19-Apr-15,Buy,FAMILYTEX,A,800,16.20,"12,960.00",64.80,"13,024.80",0.00,"16,078.22"
20-Apr-15,Buy,PHENIXINS,A,685,23.30,"15,962.50",79.81,"16,042.31",0.00,35.91
23-Apr-15,IPO,BSRMLTD,,200,0.00,0.00,0.00,0.00,0.00,35.91
26-Apr-15,CDBL Charges,IPO- BSRM,,200,0.00,0.00,0.00,25.00,0.00,10.91
27-Apr-15,Sale,BSRMLTD,N,200,79.00,"15,800.00",158.00,0.00,"15,642.00","15,652.91"
05-May-15,BONUS,MAKSONSPIN,,16,0.00,0.00,0.00,0.00,0.00,"15,652.91"
05-May-15,Buy,FAMILYTEX,A,1000,13.00,"13,000.00",65.00,"13,065.00",0.00,"2,587.91"
